mode_confidence,key_confidence,tempo,energy,tempo_confidence,time_signature,valence,name,echoprint_version,mode,explicit,track_number,code_version,speechiness,duration,popularity,artist_names,start_of_fade_out,liveness,acousticness,instrumentalness,time_signature_confidence,key,danceability,end_of_fade_in,num_samples,loudness
0.455,0.622,79.996,0.931,0.167,4,0.362,25 To Life,4.12,0,1,12,3.15,0.243,241.58667,6,Eminem,238.67792,0.194,0.239,0.0,0.899,8,0.701,0.13365,5326986,-0.945
0.571,0.275,147.489,0.6,0.061,3,0.202,Bad Reputation - MTV Unplugged,4.12,0,0,6,3.15,0.0353,311.13333,48,Shawn Mendes,304.6458,0.96,0.247,2.75e-05,0.922,11,0.268,0.0,6860490,-7.169
0.443,0.613,141.039,0.575,0.839,4,0.359,break da law,4.12,1,1,2,3.15,0.346,177.74794,50,21 Savage,172.35011,0.256,0.0493,0.0,1.0,1,0.904,0.08449,3919342,-7.823
0.245,0.179,110.001,0.597,0.664,4,0.419,What Lovers Do (feat. SZA),4.12,0,0,2,3.15,0.0611,199.84933,75,Maroon 5,192.18576,0.1,0.0788,5.66e-06,1.0,5,0.799,0.17986,4406678,-5.131
0.464,0.402,178.781,0.503,0.12,4,0.71,MONTERO (Call Me By Your Name),4.12,0,1,1,3.15,0.22,137.70432,90,Lil Nas X,133.358,0.405,0.293,0.0,1.0,8,0.593,0.25524,3036380,-6.725
0.646,0.666,164.877,0.443,0.095,3,0.087,Missing Persons 1 & 2,4.12,1,0,5,3.15,0.0388,299.42667,40,OneRepublic,290.17398,0.093,0.491,0.00169,1.0,0,0.269,0.19723,6602358,-12.359
0.316,0.245,138.754,0.377,0.834,4,0.336,I'm a Mess,4.12,1,0,2,3.15,0.0397,244.57333,44,Ed Sheeran,237.91747,0.0999,0.556,0.0,1.0,3,0.697,0.16404,5392842,-7.755
0.56,0.468,129.903,0.525,0.629,4,0.43,Guns for Hands - Live from SXSW,4.12,1,0,7,3.15,0.034,365.86395,30,Twenty One Pilots,344.63638,0.514,0.00935,0.0903,0.822,6,0.729,0.0,8067300,-11.047
0.668,0.586,100.418,0.378,0.271,4,0.515,Love Yourself,4.12,1,0,5,3.15,0.438,233.72,87,Justin Bieber,228.22313,0.28,0.835,0.0,1.0,4,0.609,0.27846,5153526,-9.828
0.619,0.275,168.514,0.151,0.065,3,0.0333,Fallout,4.12,1,0,13,3.15,0.0388,83.05333,38,Linkin Park,83.05334,0.111,0.861,0.464,0.259,7,0.108,2.66449,1831326,-19.382
0.489,0.211,150.045,0.941,0.362,4,0.624,Roll the Bass,4.12,0,0,7,3.15,0.0483,225.99991,12,Major Lazer,221.75056,0.182,0.0254,0.000291,1.0,1,0.573,0.20045,4983298,-3.593
0.692,0.744,155.319,0.603,0.037,4,0.258,Polaroid,4.12,1,0,6,3.15,0.0495,230.01334,56,Imagine Dragons,222.59229,0.238,0.514,1.84e-06,1.0,1,0.424,0.28467,5071794,-6.832
0.156,0.0,93.035,0.728,0.221,4,0.649,Jangueo,4.12,1,1,4,3.15,0.0586,231.74532,68,Anuel AA,227.2595,0.0902,0.396,9.14e-06,1.0,7,0.863,0.19129,5109984,-2.954
0.482,0.246,74.987,0.766,0.001,4,0.196,Better Off (Dying),4.12,1,1,5,3.15,0.0409,154.8146,73,Lil Peep,151.15028,0.155,0.00835,0.0,0.677,3,0.521,0.0,3413662,-4.693
0.265,0.005,103.06,0.581,0.384,4,0.0699,Favorite,4.12,0,0,9,3.15,0.0367,242.96,13,Nicki Minaj,233.69724,0.089,0.636,0.00019,0.995,4,0.665,8.89324,5357268,-7.207
0.522,0.433,204.52,0.262,0.806,3,0.338,Cry Cry Cry,4.12,1,0,4,3.15,0.0572,167.28,19,Coldplay,156.47926,0.207,0.89,0.288,1.0,8,0.491,0.0,3688524,-10.458
0.339,0.37,123.024,0.47,0.595,4,0.295,Pass Me The Lighter,4.12,1,1,11,3.15,0.27,218.44276,32,Young Thug,201.7582,0.107,0.0907,0.0,1.0,1,0.843,2.25814,4816663,-9.776
0.339,0.074,89.955,0.789,0.371,4,0.0779,MMXX – VII,4.12,1,0,7,3.15,0.0602,212.88054,20,Diplo,192.85915,0.174,0.57,0.949,0.733,9,0.179,4.79492,4694016,-8.362
0.369,0.269,103.999,0.371,0.385,4,0.384,Clean - Karaoke Version,4.12,1,0,13,3.15,0.0425,269.20743,16,Taylor Swift,265.04416,0.111,0.241,0.819,0.991,4,0.856,0.0,5936024,-9.921
0.596,0.547,111.074,0.957,0.837,4,0.468,Backwoods,4.12,0,0,4,3.15,0.0988,188.22667,41,Red Hot Chili Peppers,180.92409,0.318,0.00555,0.000294,1.0,10,0.578,0.21261,4150398,-5.0
0.421,0.455,113.794,0.861,0.478,4,0.249,Flash - Live,4.12,1,0,5,3.15,0.049,131.14667,27,Queen,131.14667,0.786,0.00235,0.0158,0.437,2,0.555,0.0,2891784,-5.411
0.551,0.508,139.853,0.423,0.241,4,0.469,Butterfly,4.12,1,0,18,3.15,0.0362,157.2521,40,Demi Lovato,150.05896,0.116,0.463,0.0,0.894,6,0.653,0.22481,3467409,-5.229
0.324,0.307,119.539,0.345,0.784,4,0.717,All Around The World - Acoustic Version,4.12,0,0,7,3.15,0.0429,156.17332,47,Justin Bieber,151.26639,0.214,0.616,0.0,0.996,2,0.654,0.14875,3443622,-8.686
0.514,0.412,164.227,0.79,0.014,4,0.251,Pound Cake / Paris Morton Music 2,4.12,1,0,13,3.15,0.527,433.8,15,Drake,420.4321,0.112,0.13,3.53e-05,1.0,2,0.52,0.0,9565290,-5.392
0.585,0.596,163.949,0.636,0.517,4,0.715,Landed,4.12,1,1,8,3.15,0.287,152.19514,63,Drake,139.73187,0.111,0.00606,0.0,1.0,7,0.881,0.0,3355903,-4.629
0.332,0.445,150.017,0.566,0.397,4,0.514,Eyes Closed,4.12,0,0,5,3.15,0.407,267.9303,24,Tyga,264.34177,0.481,0.247,0.000135,0.964,3,0.889,0.0,5907863,-8.239
0.638,0.6,125.461,0.654,0.225,4,0.274,Anyway (feat. Tayla Parx),4.12,1,0,7,3.15,0.145,211.41333,16,Chris Brown,203.11075,0.486,0.0505,0.0,0.906,7,0.47,0.35388,4661664,-7.143
0.481,0.43,142.99,0.627,0.659,4,0.652,Wolves (with NAV),4.12,0,1,14,3.15,0.197,194.68,65,Pop Smoke,187.74493,0.0657,0.143,0.0,1.0,6,0.836,0.0,4292694,-4.377
0.191,0.08,178.464,0.728,0.162,4,0.636,DUCKWORTH.,4.12,1,0,14,3.15,0.624,248.61333,3,Kendrick Lamar,232.6117,0.25,0.0537,0.0,0.904,1,0.549,0.11039,5481924,-6.836
0.41,0.147,127.892,0.66,0.541,4,0.154,Love Without Tragedy / Mother Mary - Album Version (Edited),4.12,0,0,11,3.15,0.0357,418.88,16,Rihanna,405.90222,0.184,0.0747,0.0,0.794,6,0.542,0.1922,9236304,-6.467
0.594,0.625,127.064,0.885,0.682,4,0.327,Children,4.12,0,0,12,3.15,0.304,223.33333,60,Justin Bieber,215.74821,0.193,0.0122,0.0,1.0,11,0.634,0.0,4924500,-4.702
0.388,0.19,119.109,0.588,0.682,4,0.195,FIND YOUR WAY BACK - MELO-X Remix,4.12,1,0,16,3.15,0.0756,216.33914,58,Beyoncé,194.00853,0.267,0.0227,0.0545,1.0,7,0.777,0.0,4770278,-9.759
0.169,0.026,93.016,0.859,0.25,4,0.938,Sigo Extrañándote,4.12,0,0,5,3.15,0.211,201.28,39,J Balvin,195.23338,0.212,0.154,0.000115,1.0,11,0.896,0.47011,4438224,-4.232
0.471,0.16,184.011,0.976,0.717,4,0.334,Keys to the Kingdom,4.12,1,1,1,3.15,0.137,218.54668,51,Linkin Park,213.33333,0.379,0.00735,0.000222,0.638,7,0.395,0.72476,4818954,-4.553
0.595,0.485,125.032,0.903,0.356,4,0.658,Outro: Wings,4.12,0,0,17,3.15,0.129,225.44667,33,BTS,216.95564,0.0875,0.00503,0.0,1.0,11,0.651,0.0,4971099,-3.117
0.653,0.521,115.885,0.521,0.869,4,0.578,Anyone,4.12,1,0,15,3.15,0.0345,190.77924,79,Justin Bieber,184.34901,0.111,0.185,3.59e-06,0.841,2,0.685,2.00853,4206682,-8.285
0.42,0.431,149.929,0.368,0.143,4,0.173,Guitar Solo - Live,4.12,1,0,12,3.15,0.0604,443.89334,30,Queen,443.89334,0.925,0.966,0.936,0.435,2,0.287,0.0,9787848,-19.182
0.611,0.643,96.882,0.234,0.267,4,0.256,Nothings Into Somethings,4.12,0,0,13,3.15,0.159,153.72462,63,Drake,147.27255,0.358,0.332,0.00156,1.0,11,0.766,0.0,3389628,-7.544
0.375,0.269,102.988,0.704,0.326,4,0.436,Thinking Bout You,4.12,1,0,15,3.15,0.0584,200.4,25,Ariana Grande,192.7082,0.121,0.0164,0.000469,1.0,11,0.505,0.24934,4418820,-6.08
0.435,0.354,127.053,0.279,0.042,4,0.103,The Thrill Of It All,4.12,1,0,12,3.15,0.052,208.90327,55,Sam Smith,204.23111,0.11,0.81,6.82e-05,0.817,10,0.496,0.0,4606317,-9.18
0.422,0.259,149.999,0.477,0.233,4,0.0574,IMY2 (with Kid Cudi),4.12,0,0,19,3.15,0.0367,252.37865,41,Drake,248.69733,0.129,0.382,0.00727,0.996,7,0.572,0.0,5564949,-8.784
0.592,0.729,120.55,0.511,0.128,4,0.323,Only,4.12,0,0,6,3.15,0.696,312.02667,39,Nicki Minaj,296.7104,0.0967,0.467,0.0,1.0,8,0.663,0.0,6880188,-7.356
0.424,0.309,117.991,0.944,0.9,4,0.185,I Wish You Would - Karaoke Version,4.12,1,0,7,3.15,0.0432,204.91595,14,Taylor Swift,202.91338,0.135,0.000811,0.512,1.0,0,0.591,0.0,4518397,-6.179
0.723,0.668,77.762,0.641,0.016,4,0.279,"When A Blind Man Cries (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",4.12,0,0,2,3.15,0.0459,274.0371,27,Metallica,264.88162,0.458,0.0128,0.0,0.621,10,0.401,0.0,6042518,-8.174
0.404,0.23,127.782,0.432,0.118,4,0.431,Concentrate,4.12,1,0,11,3.15,0.11,197.6,0,Demi Lovato,189.89279,0.136,0.567,0.0,0.427,2,0.687,0.25524,4357080,-6.374
0.677,0.664,148.222,0.842,0.122,4,0.615,Rap God,4.12,1,0,9,3.15,0.327,363.52145,2,Eminem,359.74677,0.765,0.396,0.0,0.97,7,0.698,0.0,8015648,-2.674
0.429,0.398,171.966,0.69,0.4,4,0.886,Nena Fichu,4.12,0,1,2,3.15,0.0481,208.27429,65,Farruko,203.21524,0.291,0.216,0.0,1.0,9,0.69,0.12227,4592448,-5.805
0.337,0.127,121.956,0.808,0.857,4,0.637,Don't Wanna Go Home,4.12,0,0,1,3.15,0.0652,206.08,37,Jason Derulo,203.87701,0.134,0.02,0.0,1.0,2,0.671,0.33651,4544064,-4.861
0.723,0.555,82.617,0.797,0.276,4,0.592,The Judge,4.12,1,0,7,3.15,0.124,297.76,69,Twenty One Pilots,270.97687,0.137,0.177,0.0,1.0,0,0.423,7.88317,6565608,-4.659
0.257,0.202,112.679,0.917,0.905,4,0.349,Cabron,4.12,0,0,11,3.15,0.0732,218.37334,46,Red Hot Chili Peppers,210.59918,0.0615,0.0143,9.24e-05,0.91,11,0.55,0.0,4815132,-3.89
0.553,0.326,128.157,0.21,0.039,4,0.135,Grand Piano,4.12,1,1,16,3.15,0.0307,259.10666,41,Nicki Minaj,250.28209,0.0784,0.889,1.1e-05,0.93,4,0.33,0.0,5713302,-10.808
0.58,0.537,164.626,0.64,0.462,4,0.574,Doctor Robert - Remastered 2009,4.12,1,0,11,3.15,0.0488,134.26666,54,The Beatles,126.10177,0.153,0.164,0.139,1.0,4,0.394,0.34848,2960580,-8.992
0.465,0.376,150.008,0.984,0.546,4,0.376,Girls Just Wanna Have Fun,4.12,0,0,4,3.15,0.219,186.42667,53,Miley Cyrus,175.9492,0.497,0.00504,1.38e-06,0.792,11,0.515,0.12766,4110708,-4.218
0.587,0.624,86.842,0.74,0.04,4,0.671,First Love,4.12,0,0,6,3.15,0.308,189.79501,11,BTS,178.7298,0.164,0.364,0.0,0.956,8,0.545,0.23814,4184980,-5.997
0.473,0.603,111.013,0.988,0.604,4,0.039,Flash - Live,4.12,0,0,1,3.15,0.099,114.17333,15,Queen,114.17333,0.408,9.28e-05,0.898,0.837,4,0.308,3.05342,2517522,-9.369
0.787,0.933,121.975,0.637,0.669,4,0.125,Roll With Us,4.12,1,1,3,3.15,0.0283,180.90668,52,Doja Cat,177.76036,0.199,0.00434,5e-06,0.945,2,0.664,0.0,3988992,-5.593
0.41,0.078,125.087,0.67,0.678,4,0.654,Who I Am (feat. LunchMoney Lewis),4.12,1,0,7,3.15,0.0901,183.42699,27,Maroon 5,177.42368,0.253,0.172,3.29e-06,1.0,5,0.812,0.24957,4044565,-4.008
0.257,0.0,168.01,0.798,0.976,4,0.823,Watch n' Learn,4.12,1,0,10,3.15,0.122,211.0,45,Rihanna,205.53723,0.282,0.00304,0.000134,1.0,4,0.741,0.10299,4652550,-5.431
0.455,0.481,90.673,0.653,0.062,5,0.058,Alone Again,4.12,0,1,1,3.15,0.0551,250.05719,59,The Weeknd,240.28009,0.168,0.0337,0.107,0.264,6,0.255,0.06363,5513761,-7.972
0.412,0.196,134.002,0.478,0.724,4,0.39,Pour It Up - Album Version (Edited),4.12,1,0,4,3.15,0.0419,161.2,24,Rihanna,157.00752,0.0901,0.0254,0.0,1.0,2,0.785,0.22649,3554460,-8.735
0.633,0.707,175.972,0.511,0.406,4,0.566,Suerte,4.12,0,0,17,3.15,0.354,203.01334,55,J Balvin,197.17805,0.103,0.34,0.0125,1.0,2,0.795,0.20902,4476444,-5.912
0.662,0.612,81.376,0.501,0.333,4,0.689,I Get Lonely,4.12,0,0,9,3.15,0.0398,253.5619,29,Drake,233.58113,0.0953,0.706,5.61e-06,1.0,11,0.477,0.0,5591040,-9.178
0.628,0.663,90.128,0.32,0.09,4,0.375,Lonely,4.12,0,0,8,3.15,0.165,281.88,18,Demi Lovato,273.20016,0.174,0.534,0.0,1.0,11,0.662,0.24939,6215454,-7.807
0.122,0.0,110.779,0.186,0.015,4,0.832,"John - Pop Profile - Live At The BBC / 30th November, 1965",4.12,1,0,33,3.15,0.688,501.88,24,The Beatles,495.61252,0.109,0.738,0.0,0.28,11,0.7,0.21474,11066454,-19.332
0.021,0.0,120.959,0.482,0.636,4,0.487,Tempo,4.12,1,1,21,3.15,0.0502,218.74449,41,Chris Brown,211.74277,0.0903,0.192,0.0,1.0,10,0.769,0.22045,4823316,-7.205
0.389,0.523,149.959,0.889,0.728,4,0.916,A-YO,4.12,1,0,2,3.15,0.144,207.72,45,Lady Gaga,202.21098,0.0965,0.0987,0.0,1.0,7,0.666,0.18041,4580226,-5.699
0.63,0.574,131.056,0.662,0.802,4,0.254,Life in Technicolor,4.12,1,0,1,3.15,0.0347,149.13333,34,Coldplay,144.01016,0.498,0.0102,0.944,0.231,9,0.288,5.7063,3288390,-10.482
0.531,0.515,139.977,0.557,0.575,4,0.462,Psycho,4.12,1,0,8,3.15,0.109,221.44,55,Post Malone,217.06593,0.111,0.532,0.0,0.558,8,0.755,2.46132,4882752,-7.991
0.358,0.205,127.872,0.752,0.779,4,0.535,Sun in California (feat. Mohombi & Playb4ck),4.12,1,0,21,3.15,0.0856,180.90668,4,Pitbull,174.79982,0.363,0.158,0.0,0.987,5,0.7,0.1858,3988992,-5.549
0.437,0.73,117.035,0.665,0.958,4,0.432,ARTPOP,4.12,1,0,7,3.15,0.0573,247.53333,6,Lady Gaga,243.60635,0.0702,0.00106,1.19e-05,0.996,0,0.747,0.23306,5458110,-4.38
0.294,0.235,146.982,0.591,0.398,4,0.468,You're Lost,4.12,1,1,7,3.15,0.209,158.69388,60,Lil Uzi Vert,155.03964,0.215,0.172,0.0,1.0,1,0.764,0.15066,3499200,-7.253
0.557,0.542,99.98,0.732,0.796,4,0.228,Kids,4.12,1,0,4,3.15,0.0401,238.38667,64,OneRepublic,222.89415,0.318,0.0153,0.0,0.89,2,0.596,0.27855,5256426,-6.189
0.835,0.982,173.994,0.74,0.447,4,0.313,Hard White,4.12,1,0,5,3.15,0.206,193.89333,5,Nicki Minaj,181.09824,0.141,0.0826,0.0215,1.0,2,0.755,0.0,4275348,-3.418
0.492,0.549,109.95,0.737,0.45,4,0.278,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),4.12,0,0,13,3.15,0.0384,220.63637,70,Miley Cyrus,211.71375,0.0856,0.0291,7.16e-06,0.786,4,0.681,0.23995,4865032,-5.246
0.536,0.395,169.901,0.925,0.488,4,0.949,Dear Future Self (Hands Up),4.12,1,0,12,3.15,0.239,170.04,57,Fall Out Boy,165.05905,0.0316,0.0032,0.000359,1.0,7,0.535,0.21483,3749382,-3.012
0.376,0.195,149.789,0.754,0.093,4,0.755,Stitches,4.12,1,0,2,3.15,0.0615,206.88,51,Shawn Mendes,202.98885,0.0486,0.0151,0.0,1.0,1,0.752,0.19048,4561704,-6.684
0.311,0.128,114.14,0.869,0.921,4,0.339,Bad,4.12,1,0,6,3.15,0.0456,247.13333,61,Michael Jackson,244.07655,0.0585,0.00712,0.241,1.0,8,0.802,0.31347,5449290,-5.03
0.496,0.356,143.07,0.385,0.411,4,0.147,In The Bible (with Lil Durk & Giveon),4.12,0,1,4,3.15,0.297,296.56848,79,Drake,293.48862,0.131,0.614,0.0,0.97,7,0.686,0.0,6539335,-8.35
0.497,0.505,128.038,0.956,0.546,4,0.538,Faith,4.12,1,0,1,3.15,0.041,219.2,0,Calvin Harris,202.01361,0.397,0.237,3.68e-05,1.0,5,0.629,8.82939,4833360,-2.692
0.469,0.732,105.857,0.825,0.943,4,0.9,This Time Around,4.12,0,0,4,3.15,0.0534,261.0,48,Michael Jackson,257.9621,0.0648,0.0471,0.000531,1.0,9,0.879,0.22762,5755050,-4.698
0.781,0.791,93.82,0.123,0.565,4,0.358,Blackbird - 2018 Mix,4.12,1,0,11,3.15,0.0396,138.36,52,The Beatles,138.36,0.0627,0.825,3.14e-06,0.669,7,0.649,0.06912,3050838,-15.657
0.633,0.39,177.624,0.292,0.071,4,0.824,Martha My Dear - Remastered 2009,4.12,1,0,9,3.15,0.0321,148.57333,58,The Beatles,142.9943,0.128,0.872,0.0007,1.0,10,0.472,0.33646,3276042,-11.591
0.539,0.366,135.187,0.319,0.414,4,0.294,Someone Like You,4.12,1,0,11,3.15,0.0281,285.24,84,Adele,265.3286,0.0996,0.893,0.0,0.757,9,0.556,0.65651,6289542,-8.251
0.41,0.147,127.892,0.66,0.541,4,0.154,Love Without Tragedy / Mother Mary - Album Version (Edited),4.12,0,0,11,3.15,0.0357,418.88,0,Rihanna,405.90222,0.184,0.0747,0.0,0.794,6,0.542,0.1922,9236304,-6.467
0.533,0.604,150.085,0.827,0.162,4,0.41,Young Forever,4.12,1,1,16,3.15,0.107,186.70667,32,Nicki Minaj,178.70657,0.237,0.233,2.53e-05,1.0,4,0.635,0.08467,4116882,-5.208
0.391,0.35,161.206,0.634,0.11,4,0.827,Dapper Dan,4.12,0,0,8,3.15,0.0692,192.54668,23,Michael Jackson,181.6439,0.28,0.0142,0.0,1.0,10,0.623,0.22068,4245654,-9.257
0.604,0.519,175.938,0.443,0.548,3,0.576,Suffer,4.12,0,0,10,3.15,0.0498,210.68,59,Charlie Puth,204.52136,0.0742,0.75,0.0,1.0,3,0.58,0.27197,4645494,-7.323
0.578,0.512,143.018,0.696,0.542,4,0.27,Drive,4.12,1,0,9,3.15,0.064,255.28,1,Miley Cyrus,244.53516,0.168,0.0461,1.26e-06,1.0,1,0.586,0.1102,5628924,-6.666
0.649,0.391,156.067,0.912,0.603,4,0.41,Camisado,4.12,1,0,5,3.15,0.138,191.86667,45,Panic! At The Disco,188.6273,0.115,0.0176,0.0,0.977,2,0.539,0.16834,4230660,-3.493
0.616,0.505,81.901,0.324,0.001,4,0.324,This Is What It Takes,4.12,1,0,12,3.15,0.0315,230.44,32,Shawn Mendes,220.45026,0.119,0.384,0.0,0.858,0,0.491,0.19161,5081202,-6.703
0.45,0.312,118.959,0.898,0.503,4,0.415,Lose My Breath (feat. Kelly Rowland & Michelle Williams) - Homecoming Live,4.12,1,0,31,3.15,0.223,90.81583,39,Beyoncé,90.81583,0.57,0.0373,0.000209,0.919,8,0.723,0.0,2002489,-8.549
0.556,0.357,183.786,0.534,0.365,3,0.489,I Got Money Now,4.12,1,0,12,3.15,0.14,233.13333,0,P!nk,227.3756,0.0976,0.106,0.000125,0.986,0,0.627,0.27111,5140590,-9.747
0.43,0.401,167.333,0.805,0.789,4,0.444,Countdown - Homecoming Live,4.12,1,0,26,3.15,0.293,103.23542,55,Beyoncé,103.23542,0.557,0.00413,0.0,0.792,0,0.57,0.0,2276341,-9.217
0.42,0.551,142.109,0.777,0.75,4,0.935,Iced Out Audemars (feat. Dafi Woo),4.12,0,1,23,3.15,0.132,182.53519,55,Pop Smoke,182.53519,0.453,0.0526,0.0,0.995,11,0.789,0.0,4024901,-5.69
0.239,0.0,121.999,0.738,0.87,4,0.765,Feelings,4.12,0,0,10,3.15,0.0727,194.8,27,Maroon 5,190.28172,0.0548,0.00436,0.0,0.995,10,0.692,0.3137,4295340,-5.359
0.66,0.531,128.921,0.578,0.13,4,0.227,Serendipity - Full Length Edition,4.12,1,0,3,3.15,0.0548,276.70795,42,BTS,269.32825,0.231,0.443,0.0,1.0,8,0.422,2.64127,6101410,-7.524
0.667,0.7,100.773,0.358,0.177,5,0.126,2 Lit 2 Late Interlude,4.12,1,0,14,3.15,0.0977,55.26667,9,Nicki Minaj,49.43528,0.126,0.158,0.0,1.0,0,0.76,0.0,1218630,-7.023
0.37,0.337,129.981,0.708,0.856,4,0.132,Out in Space (feat. Quavo),4.12,1,0,2,3.15,0.0481,170.05714,17,Wiz Khalifa,170.05714,0.368,0.0591,0.0,0.983,9,0.824,0.0,3749760,-5.257
0.094,0.035,90.035,0.463,0.133,4,0.189,Streets,4.12,1,1,9,3.15,0.0842,226.98666,8,Doja Cat,222.9464,0.338,0.21,0.0382,0.959,11,0.749,0.0,5005056,-8.433
0.473,0.332,105.009,0.841,0.814,4,0.147,Birds,4.12,1,0,2,3.15,0.0332,229.09332,20,Coldplay,229.09334,0.0816,0.000315,0.437,0.966,0,0.559,2.14785,5051508,-5.584
0.09,0.0,140.043,0.654,0.376,4,0.532,Hometown (feat. Zac Brown & Danielle Bradbery),4.12,1,0,11,3.15,0.051,215.99977,28,Diplo,208.58485,0.11,0.034,0.0,1.0,9,0.63,2.14204,4762795,-7.249
0.319,0.564,149.93,0.876,0.592,4,0.759,Love Maze,4.12,1,0,6,3.15,0.0618,221.52948,77,BTS,216.70602,0.0728,0.0483,0.0,1.0,9,0.637,0.1741,4884725,-4.652
0.616,0.538,183.932,0.718,0.46,4,0.361,Hurt You,4.12,0,1,5,3.15,0.149,230.02667,74,The Weeknd,216.02104,0.109,0.263,0.00261,0.997,5,0.476,0.0,5072088,-7.227
0.605,0.475,87.958,0.228,0.068,4,0.583,Off My Face,4.12,1,0,4,3.15,0.0339,156.46767,38,Justin Bieber,149.21143,0.104,0.923,0.0,0.844,4,0.407,0.17338,3450112,-8.686
0.925,0.615,119.998,0.738,0.779,4,0.492,Maps - Slaptop Remix,4.12,0,0,17,3.15,0.041,243.65334,11,Maroon 5,237.94649,0.0807,0.000485,0.00132,1.0,1,0.757,0.14503,5372556,-6.207
0.301,0.181,146.478,0.922,0.705,4,0.417,The View From The Afternoon,4.12,0,0,1,3.15,0.0674,222.94667,63,Arctic Monkeys,210.51212,0.187,0.00487,0.0,0.512,9,0.387,1.25941,4915974,-5.192
0.743,0.677,90.025,0.276,0.0,3,0.341,Lifetime,4.12,1,0,19,3.15,0.0282,207.02023,61,Justin Bieber,203.1572,0.115,0.769,0.0,0.343,2,0.669,0.19206,4564796,-7.077
0.635,0.492,94.852,0.436,0.157,4,0.475,All These Years,4.12,0,0,2,3.15,0.117,164.37334,64,Camila Cabello,158.12788,0.108,0.609,0.0,1.0,1,0.732,0.10454,3624432,-7.409
0.38,0.622,138.024,0.451,0.512,4,0.622,Hey Girl,4.12,1,0,10,3.15,0.038,255.41333,26,Lady Gaga,246.4566,0.0688,0.0562,6.5e-06,0.984,10,0.754,0.26181,5631864,-7.882
0.626,0.741,166.03,0.857,0.653,4,0.289,Up - Instrumental,4.12,0,0,1,3.15,0.126,156.75175,22,Cardi B,149.49586,0.0717,0.00694,0.857,0.362,6,0.729,0.0,3456376,-9.154
0.697,0.631,131.014,0.647,0.82,4,0.476,Devotion,4.12,0,0,15,3.15,0.0436,226.5405,22,Ellie Goulding,217.53033,0.0879,0.386,0.0,1.0,0,0.644,0.19914,4995218,-7.287
0.638,0.675,103.436,0.48,0.478,4,0.653,All You Need Is Love - Remastered 2009,4.12,1,0,11,3.15,0.0295,230.38667,69,The Beatles,214.87746,0.155,0.346,3.1e-05,0.96,7,0.4,0.37732,5080026,-7.768
0.398,0.288,149.957,0.941,0.55,4,0.841,Uma Thurman,4.12,0,0,7,3.15,0.0535,213.61333,45,Fall Out Boy,207.29034,0.149,0.123,8.64e-05,1.0,4,0.627,0.22073,4710174,-2.961
0.786,0.515,128.037,0.736,0.874,4,0.457,POWERLESS - Enferno Remix,4.12,1,0,8,3.15,0.141,367.70667,37,Linkin Park,367.70667,0.332,0.000108,0.00312,0.996,8,0.589,0.21673,8107932,-4.106
0.564,0.525,122.079,0.334,0.452,4,0.211,happiness,4.12,1,1,7,3.15,0.0376,315.14667,67,Taylor Swift,304.82578,0.114,0.87,0.0,0.828,11,0.559,0.68286,6948984,-10.733
0.199,0.0,154.791,0.762,0.175,4,0.574,Visions,4.12,1,0,12,3.15,0.0581,230.72789,11,Maroon 5,225.41933,0.127,0.0536,0.0,1.0,0,0.594,0.17483,5087550,-5.457
0.676,0.816,89.714,0.406,0.082,3,0.0772,Lift Ev'ry Voice and Sing - Homecoming Live,4.12,1,0,4,3.15,0.04,129.11742,26,Beyoncé,129.11742,0.638,0.109,0.0,0.392,2,0.155,0.0,2847039,-12.984
0.557,0.212,114.956,0.805,0.925,4,0.726,Lemon Drop,4.12,1,0,9,3.15,0.0595,133.61986,10,Logic,133.61986,0.0926,0.319,1.29e-05,1.0,11,0.89,0.0,2946318,-7.374
0.277,0.095,118.997,0.599,0.324,4,0.464,For My People (feat. Duke),4.12,0,1,3,3.15,0.161,240.13441,41,Young Thug,227.79938,0.0708,0.176,0.0,1.0,10,0.679,0.0,5294964,-5.7
0.28,0.302,96.876,0.268,0.0,3,0.492,Quincy Jones Interview #3,4.12,0,0,21,3.15,0.933,190.06667,36,Michael Jackson,187.53017,0.219,0.986,0.0,0.091,9,0.675,0.0,4190970,-17.569
0.407,0.163,119.919,0.594,0.248,4,0.25,Sad Girl,4.12,0,0,6,3.15,0.038,317.7604,1,Lana Del Rey,299.90314,0.119,0.545,0.0323,0.978,2,0.403,0.17995,7006617,-8.353
0.314,0.175,151.995,0.924,0.717,4,0.56,My Songs Know What You Did In The Dark (Light Em Up),4.12,0,0,1,3.15,0.0635,187.68,53,Fall Out Boy,182.12572,0.37,0.028,3.8e-06,0.996,9,0.556,0.17519,4138344,-4.331
0.844,0.907,115.233,0.394,0.161,3,0.148,Until I Bleed Out,4.12,0,0,14,3.15,0.0374,190.17332,32,The Weeknd,182.97905,0.093,0.423,2.9e-05,0.53,0,0.245,0.13324,4193322,-9.887
0.397,0.225,107.963,0.576,0.6,4,0.159,Happy Birthday (feat. John Legend),4.12,1,0,6,3.15,0.103,250.46667,59,Kygo,245.87029,0.112,0.31,0.0,1.0,3,0.596,0.2093,5522790,-7.636
