mode_confidence,key_confidence,tempo,energy,tempo_confidence,time_signature,valence,name,echoprint_version,mode,explicit,track_number,code_version,speechiness,duration,popularity,artist_names,start_of_fade_out,liveness,acousticness,instrumentalness,time_signature_confidence,key,danceability,end_of_fade_in,num_samples,loudness
0.422,0.412,163.004,0.455,0.521,4,0.66,Lil Baby,4.12,1,1,13,3.15,0.0746,201.89333,45,Young Thug,193.2829,0.112,0.00252,0.0,1.0,1,0.848,0.0639,4451748,-9.568
0.668,0.662,148.252,0.784,0.396,4,0.373,Mercy - Live,4.12,0,0,10,3.15,0.0569,262.86423,37,Shawn Mendes,245.33043,0.828,0.141,0.0,0.981,10,0.473,3.0302,5796156,-6.217
0.563,0.609,94.08,0.156,0.142,4,0.201,From the Dining Table,4.12,1,0,10,3.15,0.0371,211.96,79,Harry Styles,194.59483,0.113,0.804,0.0518,0.99,8,0.671,0.50912,4673718,-16.288
0.351,0.489,100.988,0.875,0.521,4,0.821,Purple Stain,4.12,1,0,13,3.15,0.104,253.37334,47,Red Hot Chili Peppers,245.26659,0.0852,0.0157,0.00422,0.971,9,0.554,0.0,5586882,-1.372
0.447,0.604,117.963,0.837,0.498,4,0.488,Blue Jeans,4.12,1,0,3,3.15,0.0633,209.44041,44,Lana Del Rey,201.98457,0.0821,0.418,0.0,1.0,3,0.558,0.0,4618161,-4.405
0.434,0.168,103.019,0.635,0.37,4,0.446,Something Just Like This,4.12,0,0,5,3.15,0.0317,247.16,88,The Chainsmokers,232.16472,0.164,0.0498,1.44e-05,1.0,11,0.617,0.23791,5449878,-6.769
0.578,0.343,141.382,0.636,0.548,4,0.177,42,4.12,0,0,4,3.15,0.0344,237.4,32,Coldplay,223.45143,0.102,0.221,0.00281,0.996,5,0.309,0.12612,5234670,-7.202
0.632,0.649,115.941,0.89,0.808,4,0.671,21st Century,4.12,1,0,4,3.15,0.0504,262.33334,55,Red Hot Chili Peppers,257.80536,0.14,0.00624,0.135,1.0,2,0.607,0.1961,5784450,-3.148
0.495,0.567,97.928,0.421,0.349,4,0.523,Yea Yea Yea,4.12,0,0,9,3.15,0.425,144.4898,17,Young Thug,138.19937,0.0943,0.314,0.0,1.0,7,0.803,0.68612,3186000,-8.539
0.704,0.907,123.095,0.592,0.709,4,0.332,Get Back - Remastered 2009,4.12,1,0,12,3.15,0.0586,189.38667,71,The Beatles,179.82693,0.61,0.492,0.00626,0.791,2,0.761,0.40694,4175976,-9.836
0.872,0.796,79.799,0.7,0.438,4,0.552,Moving Backwards,4.12,0,1,11,3.15,0.256,245.91673,18,Tyga,241.89967,0.131,0.566,0.0,0.984,7,0.536,0.0,5422464,-7.206
0.422,0.462,184.053,0.986,0.283,4,0.0392,Holier Than Thou,4.12,1,0,2,3.15,0.157,145.68,27,Metallica,141.06703,0.122,0.00301,0.319,0.679,9,0.155,0.17964,3212244,-4.58
0.364,0.318,145.028,0.642,0.31,4,0.234,Big,4.12,1,1,7,3.15,0.111,224.06322,67,Juice WRLD,215.63791,0.0912,0.0645,0.0,1.0,0,0.762,0.08603,4940594,-6.197
0.162,0.221,103.044,0.675,0.625,4,0.809,Global Warming (feat. Sensato),4.12,0,1,1,3.15,0.272,85.4,4,Pitbull,81.72263,0.111,0.152,0.0,0.949,11,0.833,0.06381,1883070,-7.072
0.132,0.0,127.957,0.747,0.896,4,0.452,Turn Me On,4.12,1,0,20,3.15,0.0606,199.69333,0,Nicki Minaj,195.94159,0.571,0.0585,0.0,1.0,8,0.701,0.11066,4403238,-3.5
0.411,0.329,128.013,0.821,0.673,4,0.417,City Lights,4.12,0,0,8,3.15,0.224,388.94666,29,Avicii,385.57315,0.297,0.00975,0.0838,0.998,7,0.8,0.15102,8576274,-5.962
0.408,0.465,71.44,0.636,0.0,4,0.489,Feeling,4.12,1,1,7,3.15,0.338,161.28,56,Pop Smoke,157.48933,0.153,0.41,0.0,1.0,7,0.674,0.0,3556224,-6.723
0.405,0.502,94.867,0.635,0.181,4,0.55,You Got Me,4.12,1,1,10,3.15,0.269,207.98666,31,G-Eazy,189.5561,0.06,0.013,0.0,1.0,11,0.743,2.66449,4586106,-9.735
0.596,0.678,115.9,0.859,0.722,4,0.484,New Rules - Live,4.12,0,0,25,3.15,0.0549,275.1011,46,Dua Lipa,261.43927,0.372,0.0117,0.0,0.987,9,0.539,3.11147,6065979,-6.427
0.439,0.385,153.993,0.914,0.275,4,0.576,POWER,4.12,0,1,3,3.15,0.113,292.09332,84,Kanye West,285.57062,0.744,0.0161,0.0,0.952,0,0.542,0.0,6440658,-4.747
0.674,0.789,142.548,0.668,0.668,3,0.142,Nothing Else Matters,4.12,0,0,1,3.15,0.0292,395.7857,58,Miley Cyrus,387.79645,0.112,0.00516,1.45e-05,0.932,4,0.452,0.23234,8727075,-5.118
0.549,0.426,119.963,0.62,0.363,4,0.366,Nip Tuck,4.12,1,1,13,3.15,0.188,207.26666,44,Nicki Minaj,197.72952,0.195,0.015,0.0,1.0,8,0.848,0.0,4570230,-7.085
0.699,0.595,92.014,0.711,0.226,4,0.292,Don't Forget Where You Belong,4.12,1,0,6,3.15,0.0255,241.0,67,One Direction,229.87755,0.0827,0.103,0.0,1.0,7,0.54,6.92535,5314050,-5.717
0.61,0.519,81.966,0.68,0.084,4,0.275,It's A Shame,4.12,1,0,13,3.15,0.0284,290.82666,7,OneRepublic,280.94983,0.0927,0.0366,0.0,0.984,9,0.452,0.17469,6412728,-6.293
0.69,0.718,160.055,0.82,0.182,4,0.538,Smile (feat. Bryson Tiller),4.12,0,1,8,3.15,0.113,198.30309,25,DJ Snake,191.97098,0.237,0.142,0.0,0.931,5,0.402,0.12762,4372583,-1.887
0.421,0.299,69.387,0.407,0.103,4,0.456,Two Ghosts,4.12,0,0,4,3.15,0.0268,229.81332,77,Harry Styles,215.57986,0.0999,0.234,1.86e-06,0.996,6,0.386,0.51288,5067384,-7.095
0.162,0.0,94.997,0.853,0.283,4,0.676,Young Volcanoes,4.12,0,0,9,3.15,0.0365,204.50667,58,Fall Out Boy,201.67693,0.37,0.00123,0.000504,0.951,11,0.599,0.24902,4509372,-3.878
0.543,0.529,137.146,0.968,0.344,4,0.262,イージリー - ライブ,4.12,1,0,12,3.15,0.182,228.05333,13,Red Hot Chili Peppers,228.05333,0.372,0.000107,0.00407,0.984,0,0.279,0.0,5028576,-5.337
0.67,0.687,149.746,0.414,0.336,4,0.404,Joanne,4.12,1,0,3,3.15,0.0273,196.90668,5,Lady Gaga,186.3982,0.0998,0.146,0.0,1.0,7,0.549,0.24367,4341792,-8.453
0.319,0.209,111.942,0.593,0.761,4,0.668,Without You,4.12,1,0,13,3.15,0.0329,229.29375,30,Lana Del Rey,222.41234,0.115,0.636,0.000131,0.978,6,0.586,8.85261,5055927,-8.394
0.802,0.748,86.014,0.461,0.045,4,0.474,New York,4.12,1,0,19,3.15,0.0395,235.96,49,Ed Sheeran,231.26494,0.113,0.707,0.0,1.0,6,0.728,0.22063,5202918,-8.726
0.507,0.446,128.013,0.691,0.566,4,0.677,The Night Is Still Young,4.12,0,0,13,3.15,0.056,227.56,26,Nicki Minaj,223.6546,0.127,0.00219,0.00257,1.0,1,0.655,0.0,5017698,-6.15
0.604,0.184,133.997,0.372,0.686,4,0.123,Blue Tint,4.12,0,1,8,3.15,0.357,162.8,66,Drake,143.90567,0.184,0.013,0.0,1.0,7,0.889,0.0,3589740,-10.254
0.7,0.94,104.009,0.733,0.539,4,0.68,22,4.12,1,0,8,3.15,0.0379,232.12,44,Taylor Swift,225.19873,0.0473,0.00254,0.00146,1.0,7,0.66,0.1849,5118246,-6.564
0.326,0.106,149.923,0.439,0.238,4,0.229,Kills You Slowly,4.12,0,1,9,3.15,0.055,213.32,59,The Chainsmokers,200.55075,0.127,0.0636,0.0,1.0,1,0.696,0.0,4703706,-8.77
0.724,0.728,75.1,0.867,0.062,4,0.55,Here We Go,4.12,0,1,2,3.15,0.466,167.759,68,Mac Miller,165.36092,0.353,0.0205,0.0,0.884,6,0.489,0.26707,3699086,-4.668
0.563,0.482,111.65,0.478,0.069,4,0.0807,Dawn FM,4.12,0,0,1,3.15,0.037,96.24,74,The Weeknd,96.24,0.483,0.674,5.85e-05,0.877,9,0.28,0.0,2122092,-8.755
0.348,0.08,104.957,0.76,0.746,4,0.338,Shots,4.12,0,0,1,3.15,0.0367,232.33333,26,Imagine Dragons,223.23083,0.313,0.00713,0.0113,1.0,11,0.552,0.13905,5122950,-6.861
0.27,0.336,148.045,0.655,0.132,4,0.0852,Intro - Live,4.12,1,0,1,3.15,0.0736,71.86667,37,Beyoncé,71.86667,0.659,6.63e-05,0.806,0.802,0,0.352,2.9083,1584660,-10.571
0.267,0.046,87.801,0.382,0.039,3,0.147,Pray,4.12,0,1,10,3.15,0.0426,221.59592,65,Sam Smith,216.56091,0.0865,0.282,1.14e-05,1.0,4,0.535,0.0,4886190,-9.465
0.291,0.04,123.921,0.766,0.917,4,0.642,Don't Start Now,4.12,0,0,2,3.15,0.0987,183.29048,67,Dua Lipa,179.1942,0.0955,0.0133,0.0,1.0,11,0.795,3.0244,4041555,-5.577
0.123,0.162,99.266,0.774,0.25,4,0.382,Crazy In Love - Homecoming Live,4.12,1,0,2,3.15,0.148,167.34766,31,Beyoncé,167.34767,0.336,0.000262,0.000245,0.604,2,0.442,0.0,3690016,-8.29
0.837,0.637,100.836,0.472,0.237,4,0.337,Marry Me - Live from Spotify NYC,4.12,1,0,5,3.15,0.03,348.50668,35,Jason Derulo,344.93823,0.786,0.629,0.0,0.865,7,0.519,0.0,7684572,-8.288
0.447,0.513,124.144,0.67,0.286,4,0.265,Do You Know What I'm Seeing?,4.12,0,0,4,3.15,0.0343,254.38667,48,Panic! At The Disco,236.17596,0.162,0.0851,0.0,0.935,8,0.51,5.79338,5609226,-7.519
0.343,0.286,82.588,0.297,0.0,4,0.356,Rocky Raccoon - Esher Demo,4.12,1,0,11,3.15,0.0349,164.32,33,The Beatles,160.97813,0.301,0.619,0.0,0.918,6,0.6,0.1858,3623256,-9.875
0.639,0.579,97.979,0.84,0.455,4,0.804,Como Yo Le Doy - Spanglish Version,4.12,1,0,2,3.15,0.082,262.70667,32,Pitbull,250.24146,0.249,0.151,1.24e-06,1.0,7,0.777,0.1917,5792682,-4.384
0.65,0.663,170.02,0.966,0.284,4,0.275,No Option - KIYA Remix,4.12,1,1,31,3.15,0.0524,220.23528,4,DJ Snake,212.65414,0.319,0.00117,0.00291,1.0,1,0.492,0.0,4856188,-2.241
0.434,0.711,117.067,0.977,0.759,4,0.48,Shallow Be Thy Game,4.12,1,1,12,3.15,0.0938,273.93332,38,Red Hot Chili Peppers,273.93332,0.082,2.83e-05,0.105,1.0,9,0.488,0.0,6040230,-4.701
0.563,0.544,89.991,0.49,0.476,4,0.226,Not Myself,4.12,1,0,12,3.15,0.0234,216.57333,48,John Mayer,202.84372,0.102,0.0274,0.0166,1.0,1,0.539,0.39247,4775442,-7.258
0.501,0.55,98.971,0.887,0.743,4,0.47,We Are Strong (feat. Kiesza),4.12,1,0,1,3.15,0.065,216.98666,39,Pitbull,211.4351,0.224,0.000509,0.000254,1.0,8,0.683,0.08122,4784556,-3.682
0.545,0.572,92.49,0.318,0.454,4,0.425,The Run and Go,4.12,0,0,8,3.15,0.0431,229.0,41,Twenty One Pilots,223.81134,0.158,0.0437,0.0,1.0,10,0.798,0.0,5049450,-6.849
0.665,0.744,140.89,0.136,0.069,3,0.118,Nothing Else Matters,4.12,0,0,12,3.15,0.0345,309.37332,35,Metallica,291.5962,0.0837,0.929,0.285,0.993,4,0.241,0.20154,6821682,-19.197
0.464,0.378,110.042,0.806,0.752,4,0.682,Experimento,4.12,0,0,1,3.15,0.0393,222.72803,85,Myke Towers,217.42004,0.156,0.0828,0.0,1.0,6,0.805,0.12626,4911153,-3.589
0.575,0.493,106.855,0.517,0.204,4,0.536,Trust Issues,4.12,0,0,4,3.15,0.198,281.51874,43,Drake,269.35147,0.111,0.785,0.0,0.888,11,0.484,0.0,6207488,-5.473
0.727,0.621,147.846,0.437,0.228,4,0.659,Lose Somebody - from One Night In Malibu,4.12,1,0,8,3.15,0.0352,199.69038,51,OneRepublic,194.29297,0.0922,0.774,0.0,0.942,1,0.589,0.23152,4403173,-10.377
0.656,0.631,133.0,0.623,0.508,4,0.193,Everybody Knows,4.12,0,0,24,3.15,0.071,188.31332,6,Chris Brown,180.51773,0.174,0.115,0.0,0.962,7,0.663,0.19846,4152309,-6.78
0.601,0.448,81.039,0.407,0.434,4,0.141,Triumph,4.12,1,0,7,3.15,0.031,166.03279,28,XXXTENTACION,155.08028,0.0732,0.718,0.0,1.0,5,0.446,0.0,3661023,-3.056
0.462,0.235,165.489,0.708,0.723,4,0.518,Polythene Pam - Take 27,4.12,1,0,6,3.15,0.0871,99.16,35,The Beatles,99.16,0.371,0.0734,0.0252,0.75,0,0.479,0.17392,2186478,-12.094
0.172,0.046,117.556,0.961,0.558,4,0.381,メタル・マスター (Live at リユニオン・アリーナ、ダラス、1989) [Remastered],4.12,0,0,9,3.15,0.065,448.90668,5,Metallica,448.90668,0.251,0.000158,0.0612,0.88,4,0.329,0.0,9898392,-7.624
0.235,0.0,125.928,0.82,0.783,4,0.733,Neon Lights,4.12,1,0,4,3.15,0.122,233.17332,43,Demi Lovato,227.64844,0.101,0.076,0.0,1.0,9,0.63,0.19737,5141472,-4.24
0.405,0.502,94.867,0.635,0.181,4,0.55,You Got Me,4.12,1,1,10,3.15,0.269,207.98666,57,G-Eazy,189.5561,0.06,0.013,0.0,1.0,11,0.743,2.66449,4586106,-9.735
0.669,0.751,139.054,0.526,0.627,4,0.301,7AM,4.12,1,1,4,3.15,0.131,219.7122,78,Lil Uzi Vert,219.7122,0.462,0.275,0.0,0.967,7,0.638,0.06381,4844654,-8.401
0.665,0.497,119.96,0.891,0.727,4,0.677,Where Did The Party Go,4.12,1,0,4,3.15,0.0998,243.04,57,Fall Out Boy,232.27501,0.157,0.00368,0.00124,1.0,0,0.631,0.0,5359032,-4.202
0.382,0.547,83.0,0.818,0.631,4,0.462,The God That Failed - Remastered 2021,4.12,1,0,10,3.15,0.0382,308.50668,43,Metallica,299.79865,0.172,0.000444,0.00011,0.92,8,0.528,0.0,6802572,-6.4
0.546,0.496,136.245,0.784,0.683,4,0.236,Radioactive,4.12,1,0,1,3.15,0.0627,186.81332,44,Imagine Dragons,181.86449,0.668,0.106,0.000108,1.0,9,0.448,0.0,4119234,-3.686
0.334,0.312,144.918,0.86,0.622,4,0.837,Can't Take It From Me (feat. Skip Marley) - Showtek Remix,4.12,0,0,10,3.15,0.106,180.07945,19,Major Lazer,172.98866,0.404,0.0498,1.39e-06,0.809,8,0.677,0.20889,3970752,-4.134
0.502,0.511,99.987,0.526,0.054,4,0.455,Lightskin Lil Wayne,4.12,1,0,2,3.15,0.366,153.57529,25,Tyga,153.57529,0.137,0.255,0.0,1.0,8,0.927,0.0,3386335,-7.24
0.558,0.677,100.021,0.72,0.831,4,0.705,In Your Eyes,4.12,0,1,10,3.15,0.0331,237.52235,59,The Weeknd,234.60863,0.0753,0.00255,7.89e-05,1.0,7,0.667,2.48454,5237368,-5.349
0.415,0.22,103.491,0.576,0.399,4,0.978,Neon Rocks,4.12,1,0,6,3.15,0.0466,228.28,23,Calvin Harris,226.23782,0.313,0.0041,0.249,1.0,2,0.794,2.65288,5033574,-6.672
0.469,0.562,132.206,0.807,0.343,4,0.542,Brick By Brick,4.12,1,0,3,3.15,0.0528,179.90668,55,Arctic Monkeys,169.61015,0.317,0.00123,0.00368,0.912,2,0.285,0.0,3966942,-4.741
0.362,0.187,149.826,0.837,0.442,4,0.31,Don't Let Me Down (feat. Daya) - Hardwell & Sephyx Remix,4.12,1,0,7,3.15,0.0407,162.04,23,The Chainsmokers,155.83492,0.0628,0.0831,0.000349,1.0,11,0.523,0.13651,3572982,-4.817
0.451,0.462,125.109,0.759,0.589,4,0.594,The Sky's the Limit,4.12,1,0,4,3.15,0.0352,222.82668,34,Jason Derulo,217.47229,0.368,0.0737,0.0,1.0,0,0.655,0.12181,4913328,-3.544
0.576,0.509,159.908,0.57,0.177,4,0.728,He Won't Go,4.12,0,0,6,3.15,0.086,278.04,60,Adele,264.91068,0.0754,0.0225,0.0,1.0,0,0.706,0.37673,6130782,-7.045
0.773,0.876,129.757,0.318,0.407,3,0.295,Even My Dad Does Sometimes,4.12,1,0,15,3.15,0.0279,228.53333,18,Ed Sheeran,215.95718,0.117,0.756,0.000171,0.804,2,0.58,0.17302,5039160,-8.926
0.456,0.286,118.783,0.886,0.75,4,0.383,Annie Wants a Baby,4.12,0,0,5,3.15,0.0457,220.81332,51,Red Hot Chili Peppers,213.95447,0.141,0.0364,6.21e-06,0.984,7,0.681,0.1049,4868934,-2.696
0.619,0.802,81.978,0.276,0.57,4,0.0742,Go Flex - Instrumental,4.12,1,0,26,3.15,0.0841,178.70667,36,Post Malone,163.36398,0.101,0.124,0.875,0.8,5,0.772,0.19732,3940482,-11.204
0.451,0.512,170.033,0.796,0.141,4,0.181,Awful Things,4.12,0,1,3,3.15,0.0823,214.42667,75,Lil Peep,202.8147,0.0694,0.0157,0.0,0.982,1,0.368,0.22617,4728108,-4.923
0.378,0.422,100.106,0.623,0.268,4,0.818,Problem With You,4.12,0,0,7,3.15,0.0794,134.4,23,Chris Brown,134.4,0.0589,0.0314,0.0,1.0,8,0.702,0.0,2963520,-5.245
0.67,0.732,131.988,0.486,0.721,4,0.0968,High By The Beach,4.12,0,1,5,3.15,0.0346,257.57333,72,Lana Del Rey,247.68146,0.12,0.244,0.00788,0.977,11,0.536,5.97914,5679492,-11.067
0.566,0.554,127.887,0.806,0.315,4,0.545,Beautiful People,4.12,0,0,13,3.15,0.16,226.77333,65,Chris Brown,217.7277,0.0841,0.0703,0.00637,1.0,5,0.417,0.50249,5000352,-5.339
0.485,0.531,137.015,0.828,0.89,4,0.661,Lost And Found,4.12,0,0,14,3.15,0.0333,216.87764,30,Ellie Goulding,209.50204,0.0966,0.00181,4.1e-06,1.0,9,0.56,0.19964,4782152,-6.186
0.646,0.716,163.975,0.428,0.057,4,0.273,The Piano Knows Something I Don't Know,4.12,0,0,10,3.15,0.032,223.93333,46,Panic! At The Disco,210.39601,0.0877,0.649,0.000145,0.55,9,0.186,0.21483,4937730,-8.791
0.563,0.507,122.607,0.675,0.523,4,0.267,Wasted Times,4.12,0,0,3,3.15,0.0611,220.29333,38,The Weeknd,214.64526,0.11,0.602,1.52e-05,0.978,10,0.557,2.98957,4857468,-6.163
0.659,0.592,143.962,0.397,0.136,4,0.064,This Love - Karaoke Version,4.12,1,0,11,3.15,0.0285,247.1668,15,Taylor Swift,240.29752,0.0899,0.669,0.833,0.854,4,0.482,0.0,5450028,-10.138
0.7,0.63,131.018,0.647,0.819,4,0.473,Devotion,4.12,0,0,15,3.15,0.0436,226.5405,29,Ellie Goulding,217.52454,0.0879,0.383,0.0,1.0,0,0.644,0.19914,4995218,-7.287
0.073,0.0,97.807,0.478,0.633,4,0.803,Vultures,4.12,1,0,6,3.15,0.0304,250.84,62,John Mayer,237.11636,0.0737,0.476,0.00574,1.0,4,0.881,0.3522,5531022,-10.386
0.414,0.366,177.944,0.865,0.084,4,0.892,La Venganza,4.12,0,0,2,3.15,0.091,206.26666,43,J Balvin,199.50584,0.102,0.367,4.91e-06,1.0,8,0.738,0.25542,4548180,-5.468
0.706,0.594,103.987,0.617,0.628,4,0.469,Jadi Buti (feat. Rashmeet Kaur) - Nucleya VIP Remix,4.12,0,0,12,3.15,0.139,161.53847,21,Major Lazer,154.33144,0.0827,0.0718,3.47e-06,1.0,5,0.895,0.0,3561923,-6.391
0.565,0.35,96.223,0.51,0.227,4,0.131,Leviathan,4.12,1,1,12,3.15,0.192,227.02667,53,G-Eazy,221.86086,0.27,0.0277,0.0,0.97,8,0.663,0.08127,5005938,-8.823
0.041,0.0,169.977,0.637,0.207,4,0.648,Stressed Out,4.12,0,0,2,3.15,0.141,202.33333,88,Twenty One Pilots,197.77596,0.0602,0.0462,2.29e-05,1.0,4,0.734,0.2668,4461450,-5.677
0.383,0.368,130.847,0.771,0.36,4,0.262,Games,4.12,1,1,10,3.15,0.199,188.41333,51,Demi Lovato,176.70966,0.0659,0.00132,0.0,1.0,2,0.434,0.25556,4154514,-6.813
0.476,0.608,151.951,0.64,0.08,4,0.296,All These Things,4.12,1,0,15,3.15,0.0413,199.09332,33,OneRepublic,193.68925,0.393,0.0274,8.28e-06,1.0,5,0.585,0.27846,4390008,-6.528
0.412,0.658,150.069,0.539,0.324,4,0.319,"Top Shotta (feat. Pusha T, TRAVI & Beam)",4.12,0,0,7,3.15,0.194,259.1447,26,Pop Smoke,256.60953,0.0891,0.247,2.08e-05,1.0,4,0.775,0.0,5714141,-5.067
0.597,0.945,109.97,0.946,0.854,4,0.467,Subterranean Homesick Blues,4.12,1,0,7,3.15,0.135,154.53333,39,Red Hot Chili Peppers,150.4595,0.0691,0.0237,6.03e-05,1.0,7,0.76,5.15483,3407460,-3.067
0.681,0.626,122.016,0.705,0.541,4,0.477,Counting Stars,4.12,0,0,1,3.15,0.0382,257.26666,88,OneRepublic,253.00462,0.118,0.0654,0.0,0.909,1,0.664,0.41796,5672730,-4.972
0.509,0.376,88.194,0.91,0.038,4,0.537,"Waiting On the World to Change - Live at the Nokia Theatre, Los Angeles, CA - December 2007",4.12,1,0,1,3.15,0.12,230.8,52,John Mayer,225.79665,0.971,0.144,0.0,0.979,2,0.544,3.59329,5089140,-6.289
0.554,0.434,137.846,0.525,0.555,4,0.203,Scared to Be Lonely,4.12,0,0,23,3.15,0.0594,221.42667,0,Dua Lipa,216.57253,0.273,0.0791,0.0,0.897,1,0.568,2.04916,4882458,-7.789
0.069,0.522,120.046,0.924,0.747,4,0.34,"What I've Done - Live from La Caja Mágica, Madrid, Spain, 11/7/2010",4.12,1,0,21,3.15,0.0331,212.50667,31,Linkin Park,206.03645,0.39,0.00146,0.0,1.0,5,0.562,2.62966,4685772,-3.288
0.362,0.107,82.023,0.422,0.277,4,0.511,U Cry,4.12,0,1,5,3.15,0.0385,263.0904,39,Tyga,251.8146,0.166,0.37,0.0,1.0,0,0.756,0.0,5801143,-8.508
0.76,0.87,160.053,0.505,0.111,4,0.388,Reminder,4.12,1,1,4,3.15,0.193,218.88,77,The Weeknd,214.9239,0.164,0.142,0.0,1.0,8,0.706,0.0,4826304,-6.923
0.391,0.28,128.099,0.818,0.485,4,0.416,Tattoo,4.12,1,1,4,3.15,0.0546,206.85333,44,Jason Derulo,201.97878,0.102,0.193,0.0,0.991,4,0.55,0.24163,4561116,-4.196
0.35,0.261,91.982,0.733,0.222,4,0.685,Desnúdate,4.12,0,0,9,3.15,0.066,223.09332,32,J Balvin,223.09334,0.0463,0.127,2.22e-06,0.991,1,0.767,0.19714,4919208,-5.847
0.502,0.44,159.701,0.637,0.042,4,0.565,Lego House,4.12,1,0,9,3.15,0.0992,185.09332,76,Ed Sheeran,181.12726,0.13,0.562,0.0,0.79,11,0.592,2.40327,4081308,-8.48
0.71,0.776,88.125,0.658,0.0,3,0.207,Don't Be A Fool - Live,4.12,0,0,9,3.15,0.0353,290.57565,33,Shawn Mendes,281.74512,0.964,0.256,0.0,0.86,11,0.489,3.23918,6407193,-6.54
0.544,0.412,92.319,0.842,0.341,4,0.546,"My Stupid Mouth - Live at the Oak Mountain Amphitheater, Birmingham, AL - September 2002",4.12,1,0,3,3.15,0.0386,302.26666,33,John Mayer,287.25406,0.966,0.112,0.000114,0.867,2,0.465,0.0,6664980,-8.159
0.543,0.34,94.851,0.456,0.289,4,0.566,See The Way (feat. Sabrina Claudio),4.12,1,1,3,3.15,0.0945,177.96,20,The Chainsmokers,165.10548,0.189,0.129,0.0,0.989,2,0.558,0.20317,3924018,-8.118
0.311,0.207,111.909,0.685,0.841,4,0.534,Paradise,4.12,0,0,19,3.15,0.0284,224.77402,7,Ellie Goulding,214.18668,0.13,0.0485,0.0,0.204,2,0.57,0.0,4956267,-5.606
0.532,0.666,61.016,0.588,0.072,4,0.82,Make Love,4.12,1,0,4,3.15,0.0371,230.21333,6,Chris Brown,226.24364,0.274,0.0862,0.0,0.757,9,0.581,0.14571,5076204,-5.891
0.485,0.474,91.955,0.533,0.538,4,0.502,Troubled Waters,4.12,1,0,18,3.15,0.0346,193.05333,48,Chris Brown,187.07738,0.112,0.0213,0.0,1.0,6,0.679,0.0,4256826,-5.459
0.729,0.487,82.81,0.638,0.599,4,0.435,Love Yourz,4.12,1,1,12,3.15,0.333,211.49687,78,J. Cole,205.2702,0.193,0.589,0.0,0.996,8,0.677,0.0,4663506,-8.631
0.622,0.803,141.697,0.591,0.102,4,0.157,Feel Me (feat. Kanye West),4.12,1,1,2,3.15,0.124,199.44748,42,Tyga,199.44748,0.905,0.00358,0.0,0.993,1,0.526,0.0,4397817,-6.326
0.601,0.578,77.796,0.68,0.0,1,0.134,Día de Cobro,4.12,0,1,2,3.15,0.139,204.5078,41,Myke Towers,197.15483,0.113,0.0496,0.0,0.938,10,0.466,0.22667,4509397,-6.216
0.586,0.379,174.464,0.416,0.043,3,0.223,You Never Give Me Your Money - Remastered 2009,4.12,1,0,9,3.15,0.0348,242.97333,62,The Beatles,225.77342,0.116,0.345,0.136,0.456,0,0.335,0.35211,5357562,-11.051
0.449,0.337,119.972,0.859,0.799,4,0.651,International Love,4.12,0,0,18,3.15,0.0526,229.13333,0,Pitbull,222.55746,0.267,0.0144,0.0,0.986,0,0.675,0.0,5052390,-3.016
0.273,0.489,116.068,0.328,0.057,4,0.11,Give Me Love,4.12,1,0,12,3.15,0.0461,526.38666,75,Ed Sheeran,520.19666,0.112,0.694,0.0,0.637,1,0.526,0.2249,11606826,-9.864
0.541,0.516,125.009,0.747,0.498,4,0.241,A Sky Full of Stars - Live,4.12,1,0,13,3.15,0.0378,293.65332,15,Coldplay,287.11475,0.757,0.0102,1.39e-05,0.925,6,0.375,0.0,6475056,-6.261
0.659,0.697,98.007,0.809,0.195,4,0.274,Lean On (feat. MØ & DJ Snake),4.12,0,0,5,3.15,0.0625,176.56113,38,Major Lazer,170.3474,0.565,0.00346,0.00123,1.0,7,0.723,0.19737,3893173,-3.081
0.526,0.464,128.021,0.877,0.714,4,0.574,Party Ain't Over (feat. Usher & Afrojack),4.12,0,1,6,3.15,0.305,243.16,8,Pitbull,236.83772,0.0816,0.336,0.0,0.749,7,0.648,0.0,5361678,-3.097
0.482,0.183,94.103,0.445,0.212,4,0.209,AM I DREAMING (feat. Miley Cyrus),4.12,1,0,15,3.15,0.0258,183.24127,31,Lil Nas X,159.16118,0.351,0.77,2.92e-06,0.981,3,0.629,0.0,4040470,-6.999
0.476,0.669,139.976,0.899,0.776,4,0.641,Stainless,4.12,1,1,12,3.15,0.0357,199.57333,59,Logic,188.96399,0.268,0.0877,6.11e-06,1.0,2,0.705,0.0,4400592,-4.242
0.673,0.524,140.12,0.914,0.557,4,0.308,Human,4.12,0,0,11,3.15,0.272,220.93333,33,OneRepublic,205.21214,0.114,0.0785,8.34e-06,1.0,5,0.59,4.71946,4871580,-6.655
0.283,0.175,170.149,0.8,0.176,4,0.535,La Letra,4.12,0,1,1,3.15,0.488,208.64697,34,Myke Towers,198.58865,0.109,0.498,0.0,0.964,3,0.593,0.33678,4600666,-3.762
0.654,0.766,100.163,0.718,0.06,4,0.429,Fearless,4.12,1,0,23,3.15,0.0272,242.97333,36,Taylor Swift,228.87329,0.307,0.0377,0.0,0.934,5,0.603,0.53941,5357562,-4.401
0.452,0.41,109.023,0.814,0.357,4,0.318,Something In The Way You Move,4.12,0,0,3,3.15,0.0492,227.42345,0,Ellie Goulding,219.60272,0.114,0.0401,0.0,0.815,1,0.658,5.92689,5014687,-6.156
